fault_id,format,target_id,target_name,vector_id,bit_id,fault_type
1516,FP16,0,R,94,12,bflip
1517,FP16,0,R,94,13,bflip
1518,FP16,0,R,94,14,bflip
1519,FP16,0,R,94,15,bflip
1520,FP16,0,R,95,0,bflip
1521,FP16,0,R,95,1,bflip
1522,FP16,0,R,95,2,bflip
1523,FP16,0,R,95,3,bflip
1524,FP16,0,R,95,4,bflip
1525,FP16,0,R,95,5,bflip
1526,FP16,0,R,95,6,bflip
1527,FP16,0,R,95,7,bflip
1528,FP16,0,R,95,8,bflip
1529,FP16,0,R,95,9,bflip
1530,FP16,0,R,95,10,bflip
1531,FP16,0,R,95,11,bflip
1532,FP16,0,R,95,12,bflip
1533,FP16,0,R,95,13,bflip
1534,FP16,0,R,95,14,bflip
1535,FP16,0,R,95,15,bflip
1536,FP16,0,R,96,0,bflip
1537,FP16,0,R,96,1,bflip
1538,FP16,0,R,96,2,bflip
1539,FP16,0,R,96,3,bflip
1540,FP16,0,R,96,4,bflip
1541,FP16,0,R,96,5,bflip
1542,FP16,0,R,96,6,bflip
1543,FP16,0,R,96,7,bflip
1544,FP16,0,R,96,8,bflip
1545,FP16,0,R,96,9,bflip
1546,FP16,0,R,96,10,bflip
1547,FP16,0,R,96,11,bflip
1548,FP16,0,R,96,12,bflip
1549,FP16,0,R,96,13,bflip
1550,FP16,0,R,96,14,bflip
1551,FP16,0,R,96,15,bflip
1552,FP16,0,R,97,0,bflip
1553,FP16,0,R,97,1,bflip
1554,FP16,0,R,97,2,bflip
1555,FP16,0,R,97,3,bflip
1556,FP16,0,R,97,4,bflip
1557,FP16,0,R,97,5,bflip
1558,FP16,0,R,97,6,bflip
1559,FP16,0,R,97,7,bflip
1560,FP16,0,R,97,8,bflip
1561,FP16,0,R,97,9,bflip
1562,FP16,0,R,97,10,bflip
1563,FP16,0,R,97,11,bflip
1564,FP16,0,R,97,12,bflip
1565,FP16,0,R,97,13,bflip
1566,FP16,0,R,97,14,bflip
1567,FP16,0,R,97,15,bflip
1568,FP16,0,R,98,0,bflip
1569,FP16,0,R,98,1,bflip
1570,FP16,0,R,98,2,bflip
1571,FP16,0,R,98,3,bflip
1572,FP16,0,R,98,4,bflip
1573,FP16,0,R,98,5,bflip
1574,FP16,0,R,98,6,bflip
1575,FP16,0,R,98,7,bflip
1576,FP16,0,R,98,8,bflip
1577,FP16,0,R,98,9,bflip
1578,FP16,0,R,98,10,bflip
1579,FP16,0,R,98,11,bflip
1580,FP16,0,R,98,12,bflip
1581,FP16,0,R,98,13,bflip
1582,FP16,0,R,98,14,bflip
1583,FP16,0,R,98,15,bflip
1584,FP16,0,R,99,0,bflip
1585,FP16,0,R,99,1,bflip
1586,FP16,0,R,99,2,bflip
1587,FP16,0,R,99,3,bflip
1588,FP16,0,R,99,4,bflip
1589,FP16,0,R,99,5,bflip
1590,FP16,0,R,99,6,bflip
1591,FP16,0,R,99,7,bflip
1592,FP16,0,R,99,8,bflip
1593,FP16,0,R,99,9,bflip
1594,FP16,0,R,99,10,bflip
1595,FP16,0,R,99,11,bflip
1596,FP16,0,R,99,12,bflip
1597,FP16,0,R,99,13,bflip
1598,FP16,0,R,99,14,bflip
1599,FP16,0,R,99,15,bflip
